Key,Value
[File: PATH-/usr/local/lib/python3.6/test/imghdrdata/python.webp]->FILE_READ->[Any],1
[File: PATH-/usr/local/share/postgresql/timezone/australia/adelaide]->FILE_READ->[Any],1
[File: PATH-/usr/local/share/idl/orbit-2.0/cosnaming.idl]->FILE_READ->[Any],3
[File: PATH-/usr/local/lib/python2.7/site-packages/salt/daemons/flo/dummy.pyo]->FILE_READ->[Any],1
[File: PATH-/usr/local/share/examples/curl/readme]->FILE_READ->[Any],2
[File: PATH-/usr/local/lib/python2.7/test/test_crypt.pyo]->FILE_READ->[Any],1
[File: PATH-/usr/local/include/gtk-3.0/gdk/x11/gdkx11glcontext.h]->FILE_READ->[Any],1
[File: PATH-/usr/local/bin/gconftool-2]->FILE_READ->[Any],1
[File: PATH-/usr/local/man/man3/curlopt_ssl_verifystatus.3.gz]->FILE_READ->[Any],2
[File: PATH-/usr/local/lib/python2.7/site-packages/salt/modules/mount.py]->FILE_READ->[Any],1
[File: PATH-/usr/local/include/unicode/usetiter.h]->FILE_READ->[Any],2
[File: PATH-/usr/local/share/icons/adwaita/scalable/status/appointment-missed-symbolic.svg]->FILE_READ->[Any],1
[File: PATH-/usr/local/share/screen/utf8encodings/c2]->FILE_READ->[Any],1
[File: PATH-/usr/local/share/emacs/25.3/lisp/org/ob-calc.el.gz]->FILE_READ->[Any],1
[File: PATH-/usr/local/share/icons/adwaita/22x22/devices/printer-network.png]->FILE_READ->[Any],3
[File: PATH-/usr/local/share/postgresql/timezone/asia/riyadh]->FILE_READ->[Any],1
[File: PATH-/usr/local/share/java/zi/america/argentina/catamarca]->FILE_READ->[Any],1
[File: PATH-/usr/local/lib/perl5/5.24/unicore/lib/perl/blank.pl]->FILE_READ->[Any],1
[File: PATH-/etc/periodic/daily/120.clean-preserve]->PROCESS_LOAD->[Any],4
[File: PATH-/usr/local/share/icons/adwaita/48x48/actions/edit-clear.png]->FILE_READ->[Any],2
[File: PATH-/usr/local/lib/python3.6/test/__pycache__/test_winsound.cpython-36.opt-2.pyc]->FILE_READ->[Any],1
[File: PATH-/usr/local/share/doc/db5/upgrading/upgrade_4_5_alive.html]->FILE_READ->[Any],1
[File: PATH-/usr/local/lib/python2.7/test/support/script_helper.py]->FILE_READ->[Any],1
[File: PATH-/usr/local/lib/python3.6/turtledemo/__pycache__/wikipedia.cpython-36.pyc]->FILE_READ->[Any],1
[File: PATH-/usr/local/lib/python2.7/site-packages/salt/modules/esxi.pyc]->FILE_READ->[Any],3
[File: PATH-/usr/local/lib/perl5/5.24/unicore/lib/gc/pf.pl]->FILE_READ->[Any],1
[File: PATH-/usr/local/share/examples/ruby24/list2.rb]->FILE_READ->[Any],1
[File: PATH-/usr/local/share/icons/adwaita/32x32/actions/insert-image.png]->FILE_READ->[Any],3
[File: PATH-/usr/local/lib/python3.6/test/cjkencodings/cp949.txt]->FILE_READ->[Any],1
[File: PATH-/usr/local/share/doc/docbook-xsl/manpages/man.break.after.slash.html]->FILE_READ->[Any],1
[File: PATH-/usr/local/lib/python2.7/distutils/tests/test_install_data.pyo]->FILE_READ->[Any],1
[File: PATH-/usr/local/lib/gcc6/include/c++/javax/swing/jtoolbar.h]->FILE_READ->[Any],2
[File: PATH-/usr/local/share/doc/ruby24/news-2.1.0]->FILE_READ->[Any],2
[File: PATH-/usr/local/lib/perl5/5.24/perl/man/man3/encoding::warnings.3.gz]->FILE_READ->[Any],1
[File: PATH-/usr/local/share/icons/adwaita/scalable/emotes/face-angel-symbolic.svg]->FILE_READ->[Any],3
[File: PATH-/usr/local/openjdk8/lib/ct.sym]->FILE_READ->[Any],1
[File: PATH-/usr/local/lib/python2.7/test/test_ast.pyc]->FILE_READ->[Any],1
[File: PATH-/usr/local/share/doc/imagemagick-6/www/api/magickcore/globals_eval_0x76.html]->FILE_READ->[Any],3
[File: PATH-/usr/local/include/nspr/md/_symbian.cfg]->FILE_READ->[Any],1
[File: PATH-/usr/local/share/ri/2.4/system/gem/commands/querycommand/spec_license-i.ri]->FILE_READ->[Any],1
[File: PATH-/usr/local/share/emacs/25.3/etc/refcards/fr-dired-ref.tex]->FILE_READ->[Any],1
[File: PATH-/usr/local/share/locale/yi/lc_messages/gtkHASHties.mo]->FILE_READ->[Any],1
[File: PATH-/usr/local/share/icons/adwaita/32x32/categories/applications-multimedia.png]->FILE_READ->[Any],2
[File: PATH-/usr/bin/xz]->PROCESS_LOAD->[Any],1
[File: PATH-/usr/local/lib/python2.7/site-packages/salt/modules/defaults.pyo]->FILE_READ->[Any],1
[File: PATH-/usr/local/lib/python2.7/curses/panel.pyc]->FILE_READ->[Any],1
[File: PATH-/usr/local/lib/python2.7/site-packages/salt/utils/find.pyc]->FILE_READ->[Any],2
[File: PATH-/usr/local/share/zsh/5.4.2/functions/completion/base/_list]->FILE_READ->[Any],1
[File: PATH-/usr/local/lib/python3.6/test/test_asyncio/__pycache__/test_events.cpython-36.opt-1.pyc]->FILE_READ->[Any],1
[File: PATH-/usr/local/share/ri/2.4/system/encoding/converter/%3d%3d-i.ri]->FILE_READ->[Any],1
[File: PATH-/usr/local/share/doc/imagemagick-6/www/api/magickcore/mac_8c.html]->FILE_READ->[Any],3
[File: PATH-/usr/local/share/doc/imagemagick-6/www/api/magickcore/functions_vars_0x70.html]->FILE_READ->[Any],3
[File: PATH-/usr/local/lib/python2.7/dummy_threading.py]->FILE_READ->[Any],1
[File: PATH-/usr/local/x86_64-portbld-freebsd12.0/lib/ldscripts/armelfb_nbsd.xu]->FILE_READ->[Any],1
[File: PATH-/usr/local/lib/perl5/5.24/unicore/lib/sc/tibt.pl]->FILE_READ->[Any],1
[File: PATH-/usr/local/share/ri/2.4/system/gem/requirement/badrequirementerror/cdesc-badrequirementerror.ri]->FILE_READ->[Any],1
[File: PATH-/usr/local/x86_64-portbld-freebsd12.0/lib/ldscripts/armelfb_fuchsia.xsc]->FILE_READ->[Any],2
[File: PATH-/usr/local/lib/python2.7/idlelib/icons/idle.icns]->FILE_READ->[Any],1
[File: PATH-/usr/local/share/icons/adwaita/48x48/actions/view-sort-descending.png]->FILE_READ->[Any],2
[File: PATH-/usr/local/share/doc/ntp/html/bugs.html]->FILE_READ->[Any],1
[File: PATH-/usr/local/lib/gcc6/include/c++/javax/net/ssl/sslsession.h]->FILE_READ->[Any],1
[File: PATH-/usr/local/share/licenses/openjpeg-2.3.0/bsd2clause]->FILE_READ->[Any],1
[File: PATH-/usr/local/man/man3/libcurl-symbols.3.gz]->FILE_READ->[Any],2
[File: PATH-/usr/local/include/gtk-3.0/gtk/a11y/gtkarrowaccessible.h]->FILE_READ->[Any],1
[File: PATH-/usr/local/share/licenses/php56-5.6.33/php301]->FILE_READ->[Any],1
[File: PATH-/usr/local/share/icu/60.2/icudt60l.dat]->FILE_READ->[Any],3
[File: PATH-/usr/local/share/emacs/25.3/etc/images/newsticker/update.xpm]->FILE_READ->[Any],1
[File: PATH-/usr/local/man/man1/giftool.1.gz]->FILE_READ->[Any],1
[Network Connect: Localhost--127.0.0.1:50321]->NET_CONNECT->[Any],1
[File: PATH-/usr/local/x86_64-portbld-freebsd12.0/lib/ldscripts/m32rlelf_linux.xdw]->FILE_READ->[Any],1
[File: PATH-/usr/local/share/emacs/25.3/lisp/cedet/semantic/db-find.el.gz]->FILE_READ->[Any],1
[File: PATH-/usr/local/x86_64-portbld-freebsd12.0/lib/ldscripts/st2000.x]->FILE_READ->[Any],1
[File: PATH-/usr/local/share/doc/imagemagick-6/www/api/magickcore/struct__ascii85info.html]->FILE_READ->[Any],2
[File: PATH-/usr/local/share/ri/2.4/system/date/year-i.ri]->FILE_READ->[Any],1
[File: PATH-/usr/local/share/cups/templates/fr/edit-config.tmpl]->FILE_READ->[Any],3
[File: PATH-/usr/local/share/doc/pcre/pcre.txt]->FILE_READ->[Any],2
[File: PATH-/usr/local/include/boost/compute/closure.hpp]->FILE_READ->[Any],2
[File: PATH-/usr/local/share/doc/ruby24/news-1.9.3]->FILE_READ->[Any],2
[File: PATH-/usr/local/share/doc/tiff/man/tiffdither.1.html]->FILE_READ->[Any],2
[File: PATH-/usr/local/lib/python2.7/site-packages/salt/states/firewall.pyc]->FILE_READ->[Any],1
[File: PATH-/usr/local/lib/gcc6/include/c++/java/util/logging/memoryhandler.h]->FILE_READ->[Any],1
[File: PATH-/usr/local/lib/gcc6/include/c++/javax/net/ssl/certpathtrustmanagerparameters.h]->FILE_READ->[Any],1
[File: PATH-/usr/local/man/man1/gtestHASHt.1.gz]->FILE_READ->[Any],2
[File: PATH-/usr/local/share/zsh/5.4.2/functions/completion/debian/_dpkg-repack]->FILE_READ->[Any],1
[File: PATH-/usr/local/lib/libgif.a]->FILE_READ->[Any],1
[File: PATH-/usr/local/share/doc/db5/api_reference/cxx/dbfd.html]->FILE_READ->[Any],1
[File: PATH-/usr/local/share/java/zi/atlantic/faroe]->FILE_READ->[Any],1
[File: PATH-/usr/local/share/doc/db5/gsg_db_rep/cxx/moreinfo.html]->FILE_READ->[Any],1
[File: PATH-/usr/local/lib/python2.7/site-packages/asn1crypto/__init__.pyo]->FILE_READ->[Any],1
[File: PATH-/usr/local/lib/perl5/5.24/unicore/lib/nv/10000.pl]->FILE_READ->[Any],1
[File: PATH-/usr/local/lib/python2.7/curses/textpad.py]->FILE_READ->[Any],1
[File: PATH-/usr/local/include/x11/xcursor/xcursor.h]->FILE_READ->[Any],2
[File: PATH-/usr/local/share/cups/templates/option-pickone.tmpl]->FILE_READ->[Any],2
[File: PATH-/usr/local/lib/python2.7/test/test_tcl.py]->FILE_READ->[Any],1
[File: PATH-/usr/local/share/emacs/25.3/lisp/net/euHASH.elc]->FILE_READ->[Any],1
[File: PATH-/usr/local/lib/python2.7/site-packages/salt/log/handlers/fluent_mod.pyo]->FILE_READ->[Any],1
[File: PATH-/usr/local/share/emacs/25.3/lisp/net/ldap.el.gz]->FILE_READ->[Any],1
[File: PATH-/usr/local/x86_64-portbld-freebsd12.0/lib/ldscripts/elf64rdos.xu]->FILE_READ->[Any],1
[File: PATH-/usr/local/share/doc/imagemagick-6/www/api/magickcore/color-private_8h.html]->FILE_READ->[Any],3
[File: PATH-/usr/local/include/libxml2/libxml/htmltree.h]->FILE_READ->[Any],1
[File: PATH-/usr/local/lib/python2.7/idlelib/credits.txt]->FILE_READ->[Any],1
[File: PATH-/usr/local/share/emacs/25.3/etc/images/prev-node.pbm]->FILE_READ->[Any],1
[File: PATH-/usr/local/share/subversion/dist/download-release.sh]->FILE_READ->[Any],1
[File: PATH-/usr/local/share/doc/docbook-xsl/html/chunk.separate.lots.html]->FILE_READ->[Any],1
[File: PATH-/etc/periodic/daily/409.status-gconcat]->PROCESS_LOAD->[Any],4
[File: PATH-/usr/local/lib/python2.7/site-packages/salt/modules/ddns.pyc]->FILE_READ->[Any],4
[File: PATH-/usr/local/include/avro/buffer/bufferstream.hh]->FILE_READ->[Any],1
[File: PATH-/usr/local/share/ri/2.4/system/basicsocket/do_not_reverse_lookup-i.ri]->FILE_READ->[Any],1
[File: PATH-/usr/local/share/locale/sv/lc_messages/bfd.mo]->FILE_READ->[Any],1
[File: PATH-/usr/local/share/doc/imagemagick-6/www/resources.html]->FILE_READ->[Any],3
[File: PATH-/usr/local/share/doc/imagemagick-6/images/imade_art2.jpg]->FILE_READ->[Any],3
[File: PATH-/usr/local/lib/python2.7/site-packages/salt/modules/zoneadm.pyc]->FILE_READ->[Any],2
[File: PATH-/usr/local/share/doc/db5/api_reference/cxx/dbget_cachesize.html]->FILE_READ->[Any],1
[File: PATH-/usr/local/x86_64-portbld-freebsd12.0/lib/ldscripts/shlelf64_nbsd.xbn]->FILE_READ->[Any],1
[File: PATH-/usr/local/include/bash/version.h]->FILE_READ->[Any],1
[File: PATH-/usr/local/lib/perl5/5.24/perl/man/man1/perlreref.1.gz]->FILE_READ->[Any],2
[File: PATH-/usr/local/share/cups/templates/de/printer-jobs-header.tmpl]->FILE_READ->[Any],2
[File: PATH-/usr/local/include/imagemagick-6/wand/method-attribute.h]->FILE_READ->[Any],3
[File: PATH-/usr/local/lib/python2.7/test/test_trace.py]->FILE_READ->[Any],1
[File: PATH-/usr/local/share/icons/adwaita/cursors/cross]->FILE_READ->[Any],2
[File: PATH-/usr/local/lib/python3.6/__pycache__/smtpd.cpython-36.pyc]->FILE_READ->[Any],1
[File: PATH-/usr/local/include/subversion-1/svn_x509.h]->FILE_READ->[Any],1
[Network Connect: Localhost--127.0.0.1:45148]->NET_CONNECT->[Any],1
[File: PATH-/usr/local/share/emacs/25.3/lisp/calendar/cal-persia.elc]->FILE_READ->[Any],1
[File: PATH-/etc/periodic/daily/510.status-world-kernel]->FILE_READ->[Any],1
[File: PATH-/usr/local/share/emacs/25.3/etc/images/tree-widget/default/handle.png]->FILE_READ->[Any],1
[File: PATH-/usr/local/share/doc/imagemagick-6/www/api/magickcore/log_8c.html]->FILE_READ->[Any],3
[File: PATH-/usr/local/share/icons/adwaita/scalable/actions/edit-clear-all-symbolic.svg]->FILE_READ->[Any],2
[File: PATH-/usr/local/x86_64-portbld-freebsd12.0/lib/ldscripts/alpha.xr]->FILE_READ->[Any],1
[File: PATH-/usr/local/include/boost/archive/detail/oserializer.hpp]->FILE_READ->[Any],1
[File: PATH-/usr/local/share/icons/adwaita/48x48/devices/printer.png]->FILE_READ->[Any],1
[File: PATH-/usr/local/x86_64-portbld-freebsd12.0/lib/ldscripts/h8300helf.xbn]->FILE_READ->[Any],1
[File: PATH-/usr/local/man/man3/curlinfo_activesocket.3.gz]->FILE_READ->[Any],2
[File: PATH-/usr/local/lib/python3.6/distutils/__pycache__/spawn.cpython-36.opt-2.pyc]->FILE_READ->[Any],1
[File: PATH-/usr/local/share/doc/imagemagick-6/www/api/magickwand/composite_8h-source.html]->FILE_READ->[Any],2
[File: PATH-/usr/local/share/doc/imap-uw/rfc/rfc3691.txt]->FILE_READ->[Any],1
[File: PATH-/usr/local/lib/python2.7/site-packages/salt/modules/genesis.py]->FILE_READ->[Any],1
[File: PATH-/usr/local/lib/python2.7/unittest/test/test_suite.py]->FILE_READ->[Any],1
[File: PATH-/usr/local/lib/gcc6/include/c++/java/security/acl/acl.h]->FILE_READ->[Any],1
[File: PATH-/usr/local/share/glib-2.0/codegen/codegen.pyo]->FILE_READ->[Any],1
[File: PATH-/usr/local/lib/python2.7/unittest/test/test_assertions.pyc]->FILE_READ->[Any],1
[File: PATH-/usr/local/share/doc/ntp/html/pic/pogo7.gif]->FILE_READ->[Any],1
[File: PATH-/usr/local/lib/gcc6/include/c++/java/sql/sqlwarning.h]->FILE_READ->[Any],1
[File: PATH-/usr/local/include/orbit-2.0/orbit/HASH/HASHtype.h]->FILE_READ->[Any],3
[File: PATH-/usr/local/include/imagemagick-6/magick/pixel.h]->FILE_READ->[Any],3
[File: PATH-/usr/local/share/emacs/25.3/lisp/cedet/semantic/mru-bookmark.el.gz]->FILE_READ->[Any],1
[File: PATH-/usr/local/lib/gcc6/include/c++/javax/naming/reference.h]->FILE_READ->[Any],1
[File: PATH-/usr/local/man/man3/gl_clearscreen.3.gz]->FILE_READ->[Any],1
[File: PATH-/usr/local/share/icons/adwaita/cursors/grabbing]->FILE_READ->[Any],1
[File: PATH-/usr/local/share/locale/ms/lc_messages/at-spi2-core.mo]->FILE_READ->[Any],2
[File: PATH-/usr/local/share/icons/adwaita/24x24/mimetypes/x-office-drawing.png]->FILE_READ->[Any],3
[File: PATH-/usr/local/man/man3/gnutls_x509_name_constraints_init.3.gz]->FILE_READ->[Any],1
[File: PATH-/usr/local/share/emacs/25.3/etc/images/low-color/index.xpm]->FILE_READ->[Any],1
[File: PATH-/usr/local/lib/python2.7/site-packages/salt/modules/zcbuildout.pyo]->FILE_READ->[Any],1
[File: PATH-/usr/local/share/doc/docbook-xsl/fo/general.html]->FILE_READ->[Any],1
[File: PATH-/usr/local/include/gtk-2.0/gdk/gdkevents.h]->FILE_READ->[Any],1
[File: PATH-/usr/local/share/doc/imagemagick-6/www/api/magickcore/functions_vars_0x66.html]->FILE_READ->[Any],3
[File: PATH-/usr/local/bin/webpmux]->FILE_READ->[Any],1
[File: PATH-/usr/local/man/man3/gnutls_pkcs7_signature_info_deinit.3.gz]->FILE_READ->[Any],2
[File: PATH-/usr/local/share/emacs/25.3/lisp/emacs-lisp/syntax.elc]->FILE_READ->[Any],1
[File: PATH-/usr/local/share/doc/ntp/pic/pogo7.gif]->FILE_READ->[Any],1
[File: PATH-/usr/local/share/licenses/imagemagick-6.9.9.28,1/license]->FILE_READ->[Any],3
[File: PATH-/usr/local/share/doc/imagemagick-6/www/api/magickcore/artifact_8h-source.html]->FILE_READ->[Any],3
[File: PATH-/usr/local/lib/perl5/5.24/mach/io/dir.pm]->FILE_READ->[Any],2
[File: PATH-/usr/local/share/texinfo/lib/libintl-perl/lib/locale/HASHta/mac_sami.pm]->FILE_READ->[Any],1
[File: PATH-/usr/local/x86_64-portbld-freebsd12.0/lib/ldscripts/elf_x86_64_nacl.xse]->FILE_READ->[Any],1
[File: PATH-/usr/local/openjdk8/jre/lib/amd64/libmlib_image.so]->FILE_READ->[Any],1
[File: PATH-/usr/local/lib/python3.6/xml/etree/__pycache__/__init__.cpython-36.opt-2.pyc]->FILE_READ->[Any],1
[File: PATH-/usr/local/lib/gcc6/include/c++/java/util/zip/deflateroutputstream.h]->FILE_READ->[Any],2
[File: PATH-/usr/local/lib/perl5/5.24/unicore/lib/bc/en.pl]->FILE_READ->[Any],1
[File: PATH-/usr/local/x86_64-portbld-freebsd12.0/lib/ldscripts/m68kaux.xn]->FILE_READ->[Any],1
[File: PATH-/usr/local/include/tss/tss_error.h]->FILE_READ->[Any],1
[File: PATH-/usr/local/include/boost/compute/detail/print_range.hpp]->FILE_READ->[Any],2
[File: PATH-/usr/local/man/man1/git-blame.1.gz]->FILE_READ->[Any],1
[File: PATH-/usr/local/x86_64-portbld-freebsd12.0/lib/ldscripts/shelf32.xsc]->FILE_READ->[Any],1
[File: PATH-/usr/local/share/doc/db5/api_reference/cxx/dbget_errfile.html]->FILE_READ->[Any],1
[File: PATH-/usr/local/share/doc/imagemagick-6/www/api/magickcore/globals_defs_0x66.html]->FILE_READ->[Any],3
[File: PATH-/usr/local/lib/python2.7/distutils/filelist.pyo]->FILE_READ->[Any],1
[File: PATH-/usr/local/share/doc/docbook-xsl/manpages/man.font.funcsynopsisinfo.html]->FILE_READ->[Any],1
[File: PATH-/usr/local/lib/python2.7/site-packages/pytz/zoneinfo/america/porto_acre]->FILE_READ->[Any],1
[File: PATH-/usr/local/share/icons/adwaita/scalable/devices/network-wireless-symbolic.svg]->FILE_READ->[Any],3
[File: PATH-/usr/local/include/boost/compatibility/cpp_c_headers/climits]->FILE_READ->[Any],1
[File: PATH-/usr/local/lib/gcc6/include/c++/javax/swing/tree/treecelleditor.h]->FILE_READ->[Any],1
[File: PATH-/usr/local/include/gobject-introspection-1.0/gienuminfo.h]->FILE_READ->[Any],1
[File: PATH-/etc/csh.cshrc]->FILE_READ->[Any],1
[File: PATH-/usr/local/lib/perl5/5.24/pod/perl5184delta.pod]->FILE_READ->[Any],1
[File: PATH-/tmp/tmp.ekg0x6]->FILE_READ->[Any],1
[File: PATH-/usr/local/share/doc/db5/upgrading/upgrade_4_7_toc.html]->FILE_READ->[Any],1
[File: PATH-/usr/local/lib/python3.6/site-packages/pip/_vendor/requests/packages/chardet/__pycache__/sbcharsetprober.cpython-36.pyc]->FILE_READ->[Any],1
[File: PATH-/usr/local/share/doc/db5/gsg/cxx/dbopenflags.html]->FILE_READ->[Any],1
[File: PATH-/usr/local/lib/python2.7/site-packages/salt/modules/ini_manage.pyc]->FILE_READ->[Any],3
[File: PATH-/tmp/tmp.tomkgb]->FILE_READ->[Any],1
[File: PATH-/usr/local/lib/python2.7/site-packages/boto/endpoints.pyc]->FILE_READ->[Any],2
[File: PATH-/usr/local/include/apr-1/apr_base64.h]->FILE_READ->[Any],1
[File: PATH-/usr/local/x86_64-portbld-freebsd12.0/lib/ldscripts/nios2elf.xd]->FILE_READ->[Any],1
[File: PATH-/usr/local/include/gtk-3.0/gtk/gtkhHASH.h]->FILE_READ->[Any],1
[File: PATH-/usr/local/lib/python2.7/site-packages/boto/vpc/vpc_peering_connection.pyc]->FILE_READ->[Any],2
[File: PATH-./kafka.sh]->FILE_READ->[Any],1
[File: PATH-/usr/local/share/examples/ruby24/trick2013/yhara/remarks.en.markdown]->FILE_READ->[Any],1
[File: PATH-/usr/local/lib/perl5/5.24/perl/man/man1/perlxstypemap.1.gz]->FILE_READ->[Any],1
[File: PATH-/usr/local/share/automake-1.15/am/distdir.am]->FILE_READ->[Any],2
[File: PATH-/usr/local/share/icons/adwaita/256x256/mimetypes/text-x-generic.png]->FILE_READ->[Any],3
[File: PATH-/usr/local/share/locale/or/lc_messages/gtkHASHties.mo]->FILE_READ->[Any],3
[File: PATH-/usr/local/share/vim/vim80/doc/tagsrch.txt]->FILE_READ->[Any],1
[File: PATH-/usr/local/share/gir-1.0/girepository-2.0.gir]->FILE_READ->[Any],2
[File: PATH-/usr/local/share/zsh/5.4.2/functions/completion/solaris/_prstat]->FILE_READ->[Any],1
[File: PATH-/usr/local/share/examples/curl/pop3-retr.c]->FILE_READ->[Any],2
[File: PATH-/usr/local/share/xsl/docbook/images/callouts/20.svg]->FILE_READ->[Any],1
[File: PATH-/usr/local/x86_64-portbld-freebsd12.0/lib/ldscripts/nds32belf16m.xr]->FILE_READ->[Any],1
[File: PATH-/usr/local/share/icons/adwaita/scalable/actions/zoom-out-symbolic.svg]->FILE_READ->[Any],2
[File: PATH-/usr/local/man/man3/gnutls_x509_crt_get_subject.3.gz]->FILE_READ->[Any],1
[File: PATH-/usr/local/lib/python2.7/test/test_set.py]->FILE_READ->[Any],1
[File: PATH-/usr/local/share/icons/adwaita/24x24/actions/mail-forward.png]->FILE_READ->[Any],3
[File: PATH-/usr/local/share/licenses/pango-1.40.6/lgpl20]->FILE_READ->[Any],1
[File: PATH-/usr/local/share/doc/imagemagick-6/www/api/magickcore/hashmap_8h-source.html]->FILE_READ->[Any],3
[File: PATH-dot.profile]->FILE_READ->[Any],1
[File: PATH-/usr/local/lib/gcc6/include/c++/java/security/domaincombiner.h]->FILE_READ->[Any],1
[File: PATH-/usr/local/lib/python2.7/encodings/utf_16.pyo]->FILE_READ->[Any],1
[File: PATH-/usr/local/include/gtk-3.0/gtk/gtkgesturedrag.h]->FILE_READ->[Any],1
[File: PATH-/usr/local/man/man3/xgetxcbconnection.3.gz]->FILE_READ->[Any],1
[File: PATH-/usr/local/share/doc/db5/api_reference/c/db_multiple_key_next.html]->FILE_READ->[Any],2
[File: PATH-/usr/local/etc/periodic/daily/411.pkg-backup]->PROCESS_LOAD->[Any],1
[File: PATH-/usr/local/man/man1/cvsps.1.gz]->FILE_READ->[Any],2
[File: PATH-/usr/local/include/gtk-3.0/gtk/deprecated/gtkalignment.h]->FILE_READ->[Any],1
[File: PATH-/usr/local/man/man3/libcurl-env.3.gz]->FILE_READ->[Any],2
[File: PATH-/usr/local/share/icons/adwaita/16x16/devices/audio-headphones.png]->FILE_READ->[Any],3
[File: PATH-/usr/local/man/man3/curlopt_infilesize.3.gz]->FILE_READ->[Any],2
[File: PATH-/usr/local/lib/python3.6/test/test_codecencodings_cn.py]->FILE_READ->[Any],1
[File: PATH-/usr/local/lib/python2.7/unittest/test/__init__.py]->FILE_READ->[Any],1
[File: PATH-/usr/local/share/icons/adwaita/48x48/places/start-here.png]->FILE_READ->[Any],1
[File: PATH-/usr/local/lib/perl5/5.24/perl/man/man3/memoize::anydbm_file.3.gz]->FILE_READ->[Any],1
[File: PATH-/usr/local/lib/python3.6/lib-dynload/_sha1.so]->FILE_READ->[Any],1
[File: PATH-/usr/local/share/doc/cups/help/man-printers.conf.html]->FILE_READ->[Any],2
[File: PATH-/usr/local/share/doc/ntp/pic/driver43_2.jpg]->FILE_READ->[Any],1
[File: PATH-/usr/local/lib/python2.7/site-packages/salt/modules/infoblox.pyo]->FILE_READ->[Any],1
[File: PATH-/usr/local/share/ri/2.4/system/fiddle/cunionentity/size-c.ri]->FILE_READ->[Any],1
[File: PATH-/usr/local/lib/python2.7/site-packages/salt/modules/inspectlib/__init__.py]->FILE_READ->[Any],1
[File: PATH-/usr/local/share/doc/db5/api_reference/cxx/mutexget_max.html]->FILE_READ->[Any],2
[File: PATH-/usr/local/x86_64-portbld-freebsd12.0/lib/ldscripts/m68kelfnbsd.xse]->FILE_READ->[Any],1
[File: PATH-/usr/local/man/man1/svnadmin.1.gz]->FILE_READ->[Any],1
[File: PATH-/usr/local/share/icons/adwaita/scalable/actions/selection-end-symbolic.svg]->FILE_READ->[Any],3
[File: PATH-/usr/local/share/emacs/25.3/etc/images/icons/allout-widgets/dark-bg/end-connector.xpm]->FILE_READ->[Any],1
[File: PATH-/usr/local/lib/gcc6/include/c++/javax/security/auth/destroyable.h]->FILE_READ->[Any],1
[File: PATH-/usr/local/share/doc/db5/api_reference/c/dbget_re_delim.html]->FILE_READ->[Any],1
[File: PATH-/usr/local/lib/python2.7/site-packages/salt/modules/debconfmod.pyc]->FILE_READ->[Any],3
[File: PATH-/usr/local/share/doc/docbook-xsl/fo/tex.math.delims.html]->FILE_READ->[Any],1
[File: PATH-/usr/local/include/imagemagick-6/magick/histogram.h]->FILE_READ->[Any],3
[File: PATH-/usr/local/include/boost/align.hpp]->FILE_READ->[Any],2
[File: PATH-/usr/local/lib/python2.7/site-packages/salt/modules/portage_config.pyc]->FILE_READ->[Any],2
[File: PATH-/usr/local/lib/python3.6/test/test_email/__pycache__/test_headerregistry.cpython-36.opt-2.pyc]->FILE_READ->[Any],1
[File: PATH-/usr/local/share/ri/2.4/system/getoptlong/quiet%3f-i.ri]->FILE_READ->[Any],1
[File: PATH-/usr/local/share/doc/db5/upgrading/upgrade_3_3_conflict.html]->FILE_READ->[Any],1
[File: PATH-/usr/local/include/boost/asio/detail/impl/strand_service.hpp]->FILE_READ->[Any],1
[File: PATH-/usr/local/lib/python3.6/test/test_importlib/import_/__pycache__/test___loader__.cpython-36.pyc]->FILE_READ->[Any],1
[File: PATH-/usr/local/info/gprof.info]->FILE_READ->[Any],2
[File: PATH-/usr/local/share/icons/adwaita/32x32/status/user-available.png]->FILE_READ->[Any],2
[File: PATH-/usr/local/bin/createuser]->FILE_READ->[Any],1
[File: PATH-/usr/local/share/emacs/25.3/lisp/progmodes/js.el.gz]->FILE_READ->[Any],1
[File: PATH-/usr/local/lib/python3.6/test/test_future5.py]->FILE_READ->[Any],1
[File: PATH-/usr/local/share/cups/templates/pt_br/users.tmpl]->FILE_READ->[Any],2
[File: PATH-/usr/local/include/dbus-1.0/dbus/dbus-memory.h]->FILE_READ->[Any],2
[File: PATH-/usr/local/lib/python2.7/test/test_bigaddrspace.pyc]->FILE_READ->[Any],1
[File: PATH-/usr/local/share/ri/2.4/system/gem/resolver/stats/new-c.ri]->FILE_READ->[Any],1
[File: PATH-/usr/local/include/gtk-3.0/gtk/gtkbuilder.h]->FILE_READ->[Any],2
[File: PATH-/tmp/tmp.sdzdls]->FILE_READ->[Any],1
[File: PATH-/usr/local/share/doc/gnutls/gnutls-layers.png]->FILE_READ->[Any],1
[File: PATH-/usr/local/include/imagemagick-6/magick/paint.h]->FILE_READ->[Any],3
[File: PATH-/usr/local/lib/python2.7/email/test/test_email_renamed.pyc]->FILE_READ->[Any],1
[File: PATH-/usr/local/lib/perl5/5.24/mach/compress/raw/zlib.pm]->FILE_READ->[Any],2
[File: PATH-/usr/local/share/doc/docbook-xsl/html/bibliography.collection.html]->FILE_READ->[Any],1
[File: PATH-/usr/local/share/subversion/client-side/bash_completion]->FILE_READ->[Any],1
